IDATE,ACSTATE,TFAT,TINJ,TOTAL_COST_CURRENT,LOSS,RECOV,CAUSE,ACCOUNTY,LAT,LONG
2012,Texas,0.0,0.0,20969860.4928,1950.0,728.5,EXCAVATION DAMAGE,LORRAIN,41.17974,-82.21559
2012,Illinois,0.0,0.0,365235.2064,75.0,64.0,EQUIPMENT FAILURE,MIDDLESEX,40.58888,-74.22233
2012,Texas,0.0,0.0,150147.84,2.0,0.0,CORROSION,LOS ANGELES,33.802717,-118.249779
2012,Texas,0.0,0.0,5270.4,0.17,0.17,NATURAL FORCE DAMAGE,MARION,38.78778,-89.08389
2012,Texas,0.0,0.0,40997.856,2.0,2.0,EQUIPMENT FAILURE,HARRIS,29.72536,-95.20334
2011,California,0.0,0.0,87177.6645608315,0.5,0.5,CORROSION,LOS ANGELES COUNTY,34.0522342,-118.2436849
2012,Georgia,0.0,0.0,108362.9376,0.95,0.95,CORROSION,JASPER,32.02879,-89.10231
2012,Montana,0.0,0.0,714.432,0.35,0.0,EQUIPMENT FAILURE,YELLOWSTONE,45.65804642,-108.75964879
2012,Texas,0.0,0.0,49813.4784,60.0,59.0,EXCAVATION DAMAGE,UNION,33.20242,-92.65195
2012,Pennsylvania,0.0,0.0,1083.36,0.6,0.43,OTHER,HEMPFIELD TOWNSHIP,40.29213,-79.5866
2012,Kansas,0.0,0.0,311296.7616,14.0,0.0,MATERIAL FAILURE OF PIPE OR WELD,EAU CLAIRE,44.642128,-90.957761
2012,Oklahoma,0.0,0.0,209349.6576,262.0,242.0,NATURAL FORCE DAMAGE,WYANDOTTE,39.136219,-94.601051
2012,Utah,0.0,0.0,146587.392,440.0,245.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,NATRONA,42.854803,-106.41171
2012,Texas,0.0,0.0,18680640.0,215.0,128.0,CORROSION,MILWAUKEE,42.9517,-87.8962
2012,Texas,0.0,0.0,211.9872,70.0,70.0,EQUIPMENT FAILURE,HILL,31.15279,-97.37467
2012,Texas,0.0,0.0,1815.36,0.16,0.0,EQUIPMENT FAILURE,CHAMBERS,29.84722,-94.90222
2011,Texas,0.0,0.0,1253.06704707561,0.74,0.0,EQUIPMENT FAILURE,CHAMBERS,29.847222,-94.902222
2012,Texas,0.0,0.0,67461.12,26.0,20.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,WARD,31.47285,-102.89311
2012,Georgia,0.0,0.0,71560.32,5.4,5.4,NATURAL FORCE DAMAGE,MIDDLESEX,40.57729,-74.25051
2012,Texas,0.0,0.0,20257.0752,32.0,30.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,PAYNE,35.951559,-96.75914
2012,Pennsylvania,0.0,0.0,31889.4336,0.24,0.24,EQUIPMENT FAILURE,LAKE,41.6076,-87.4667
2012,Pennsylvania,0.0,0.0,112435.2,0.6,0.6,EQUIPMENT FAILURE,ALLEN,40.696043,-84.126666
2012,Texas,0.0,0.0,29338.56,0.5,0.5,CORROSION,LOS ANGELES,33.764,-118.228
2012,Texas,0.0,0.0,2382.2208,0.35,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,GREGG,32.51846,-94.84417
2012,Georgia,0.0,0.0,45138.048,0.33,0.33,EQUIPMENT FAILURE,JEFFERSON,29.97501,-94.05586
2012,Texas,0.0,0.0,13556.64,0.48,0.0,EQUIPMENT FAILURE,SEDGWICK,37.761233,-97.307172
2012,Texas,0.0,0.0,3513.6,0.45,0.45,INCORRECT OPERATION BY OPERATOR PERSONNEL,ST. JAMES,30.01612,-90.865628
2011,Texas,0.0,1.0,12530.6704707561,0.0,0.0,OTHER,LOVING,31.78341,-103.46442
2012,Oklahoma,0.0,0.0,2784675.5712,1477.0,1195.24,EQUIPMENT FAILURE,DAKOTA,44.73486,-93.19663
2012,Texas,0.0,0.0,45606.528,128.0,100.0,CORROSION,ANDREWS,32.3288,-102.8112
2012,Texas,0.0,0.0,51134.592,5.0,5.0,EQUIPMENT FAILURE,WALWORTH,42.53889,-88.63417
2012,Texas,0.0,0.0,26360.1984,2.0,1.5,NATURAL FORCE DAMAGE,HILL,32.1532,-97.3751
2012,Kansas,0.0,0.0,3833.3376,0.24,0.19,CORROSION,DAKOTA COUNTY,44.759651,-93.035311
2012,Oklahoma,0.0,0.0,13246.272,0.24,0.24,NATURAL FORCE DAMAGE,WASHINGTON,44.87601,-92.99642
2012,Kansas,0.0,0.0,19266.24,1.2,1.1,EQUIPMENT FAILURE,NUECES,27.83146,-97.51851
2012,Texas,0.0,0.0,351360.0,20.0,20.0,MATERIAL FAILURE OF PIPE OR WELD,ARENAC,44.05727,-84.108636
2012,Texas,0.0,0.0,146400.0,24.0,24.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,LAKE,41.50667,-87.45333
2012,Texas,0.0,0.0,68351.232,0.01,0.01,OTHER OUTSIDE FORCE DAMAGE,LAKE,41.49806,-87.51722
2012,Oklahoma,0.0,0.0,1055953.92,14.0,14.0,EQUIPMENT FAILURE,MONTGOMERY,30.26630836,-95.35229159
2012,Texas,0.0,0.0,966298.56,0.83,0.83,CORROSION,CALCASIEU,30.239319,-93.268658
2012,Kansas,0.0,0.0,311937.408,500.0,450.0,MATERIAL FAILURE OF PIPE OR WELD,BROWN,45.526048,-98.515008
2012,Texas,0.0,0.0,11715.5136,1.0,1.0,CORROSION,HARRIS,29.73093,-95.20397
2012,Montana,0.0,0.0,286534.08,183.0,181.0,EQUIPMENT FAILURE,ROSEBUD,46.24913,-106.81986
2012,Texas,0.0,0.0,176499.84,0.5,0.4,EQUIPMENT FAILURE,MIDDLESEX,40.523327,-74.256013
2012,Texas,0.0,0.0,2600.064,0.12,0.09,OTHER,MIDDLESEX,40.590763,-74.219353
2012,Texas,0.0,0.0,42235.8144,3.0,1.0,EQUIPMENT FAILURE,JEFFERSON,29.911676,-94.007095
2012,Texas,0.0,0.0,2400.96,1.5,0.0,EQUIPMENT FAILURE,MONTAGUE,33.864289,-97.954067
2012,Texas,0.0,0.0,4981.1136,2.0,1.5,CORROSION,GARVIN,34.89185,-97.4453
2012,Texas,0.0,0.0,52704.0,0.16,0.16,CORROSION,JEFFERSON,29.95115,-93.5722
2012,Texas,0.0,0.0,1413.6384,2.0,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,SCURRY,32.53242,-100.82925
2012,Texas,0.0,0.0,17582.0544,0.12,0.0,CORROSION,LIBERTY,30.0889,-94.6502
2012,Texas,2.0,3.0,3322433.2224,1500.0,255.0,OTHER OUTSIDE FORCE DAMAGE,WILL,41.49188,-87.91791
2012,Texas,0.0,0.0,469212.0,0.17,0.17,OTHER,PLAQUEMINES,29.3736,-89.5514
2012,Texas,0.0,0.0,21268.992,0.5,0.0,CORROSION,CHAMBERS,29.787,-94.4015
2012,Texas,0.0,0.0,2108.16,3.0,3.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,MIDLAND,32.01435,-102.01776
2012,Kansas,0.0,0.0,193.248,0.2,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,HUNTINGTON,40.894805,-85.440504
2012,Texas,0.0,0.0,5328.96,0.5,0.5,MATERIAL FAILURE OF PIPE OR WELD,CARBON,45.010556,-108.913889
2012,Oklahoma,0.0,0.0,8813.28,0.12,0.12,EQUIPMENT FAILURE,HARRIS,29.72941,-95.22026
2012,Texas,0.0,0.0,936.96,0.48,0.48,EQUIPMENT FAILURE,YOAKUM,33.007092,-102.97538
2012,Texas,0.0,0.0,303.3408,4.3,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,WEST BATON ROUGE,30.5187,-91.4012
2012,Oklahoma,0.0,0.0,50010.24,1.19,1.1,EQUIPMENT FAILURE,DOUGLAS,45.894167,-95.389444
2012,Oklahoma,0.0,0.0,1061692.8,12.0,12.0,MATERIAL FAILURE OF PIPE OR WELD,KANE,41.95138,-88.27772
2012,Texas,0.0,0.0,26955.168,1.0,1.0,EQUIPMENT FAILURE,HARRIS,29.73093,-95.20397
2012,Texas,0.0,0.0,3281116.8,204.0,189.0,EXCAVATION DAMAGE,JEFFERSON,29.274667,-89.952333
2012,Texas,0.0,0.0,746991.36,10.0,10.0,CORROSION,BUTLER,37.800717,-96.88095
2012,Texas,0.0,0.0,57.3888,0.48,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,FREESTONE,31.77654,-96.3958
2012,Ohio,0.0,0.0,141012.48,1.6,1.6,EQUIPMENT FAILURE,MARION,38.79106,-89.08415
2012,Texas,0.0,0.0,46848.0,0.02,0.02,MATERIAL FAILURE OF PIPE OR WELD,HUBBARD,47.378551,-94.666629
2012,Texas,0.0,0.0,117120.0,0.24,0.24,NATURAL FORCE DAMAGE,CLEARWATER,47.6895,-95.4097
2012,Oklahoma,0.0,0.0,117998.4,11.0,11.0,EQUIPMENT FAILURE,MADISON,38.82204498,-90.07891101
2012,Ohio,0.0,0.0,7074.048,0.4,0.4,INCORRECT OPERATION BY OPERATOR PERSONNEL,MADISON,38.82855,-90.08931
2012,Texas,0.0,0.0,80915.8656,75.0,60.0,CORROSION,ARCHER,33.795549,-98.651289
2012,Georgia,0.0,0.0,10909.728,2.5,2.5,EQUIPMENT FAILURE,JEFFERSON,29.974993,-94.05586
2012,Georgia,0.0,0.0,16954.2912,0.87,0.87,EQUIPMENT FAILURE,JASPER,32.02821,-89.10162
2012,Texas,0.0,0.0,208803.8784,100.0,0.0,MATERIAL FAILURE OF PIPE OR WELD,NACOGDOCHES,31.821442,-94.469056
2012,Texas,0.0,0.0,220296.864,222.0,222.0,EXCAVATION DAMAGE,KIMBALL,41.148878,-103.682297
2012,Texas,0.0,0.0,1130208.0,1300.0,1250.0,OTHER,NUECES,27.8215,-97.395
2012,Illinois,0.0,0.0,9252.48,1.96,1.96,EQUIPMENT FAILURE,SKAGIT,48.455641,-122.390712
2012,Illinois,0.0,0.0,8491.2,0.97,0.97,EQUIPMENT FAILURE,SKAGIT,48.455641,-122.390712
2012,Texas,0.0,0.0,2108.16,4.5,4.5,EQUIPMENT FAILURE,ROBERTSON,30.8568,-96.45806
2012,Texas,0.0,0.0,183409.92,116.0,40.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,GAINES,32.862785,-102.920159
2012,Texas,0.0,0.0,11946.24,3.0,3.0,CORROSION,MIDLAND,32.01426,-102.02737
2012,Texas,0.0,0.0,11829.12,0.6,0.6,EQUIPMENT FAILURE,CLEARWATER,47.68889,-95.41222
2012,Texas,0.0,0.0,569788.8,20.0,20.0,EQUIPMENT FAILURE,SHELBY,39.72708,-92.04994
2012,Pennsylvania,0.0,0.0,40992.0,0.36,0.36,INCORRECT OPERATION BY OPERATOR PERSONNEL,WILL,41.658008,-88.041942
2012,Texas,0.0,0.0,3409.3632,3.88,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,YOAKUM,33.03138,-102.82027
2012,Texas,0.0,0.0,3410.5344,15.15,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,YOAKUM,33.03138,-102.82777
2012,Texas,0.0,0.0,409925.856,0.48,0.48,EQUIPMENT FAILURE,HARRIS,29.72536,-95.203354
2012,Oklahoma,0.0,0.0,378.2976,2.08,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,GRADY,35.34866,-98.09101
2012,Texas,0.0,0.0,1989080.5824,600.0,600.0,CORROSION,PAYNE,35.953247,-96.758858
2011,Texas,0.0,0.0,692170.368860811,5.0,5.0,CORROSION,SOLANO,38.066978,-122.133742
2012,Texas,0.0,0.0,29350.272,5.0,0.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,HARDIN,30.1408,-94.3989
2012,Texas,0.0,0.0,17568.0,4.5,4.5,INCORRECT OPERATION BY OPERATOR PERSONNEL,LOS ANGELES,33.80197,-118.23844
2012,Texas,0.0,0.0,95569.92,5.5,5.5,CORROSION,ST. JAMES,30.010536,-90.861846
2012,Texas,0.0,0.0,365.4144,0.23,0.23,INCORRECT OPERATION BY OPERATOR PERSONNEL,EAST BATON ROUGE,30.492551,-91.187577
2012,Texas,0.0,0.0,11419.2,5.0,5.0,CORROSION,PAYNE,35.9382,-96.74755
2012,Alaska,0.0,0.0,3607.296,0.28,0.28,EQUIPMENT FAILURE,NORTH SLOPE BOROUGH,70.15120454,-147.09653571
2012,Oklahoma,0.0,0.0,2400.96,0.24,0.24,EQUIPMENT FAILURE,RAMSEY,45.05919,-93.19544
2012,Texas,0.0,0.0,45758.784,3.0,0.0,EQUIPMENT FAILURE,BRAZORIA,29.06023333,-95.35065556
2012,Oklahoma,0.0,0.0,62073.6,41.64,41.64,CORROSION,LIVINGSTON,40.647936,-88.340732
2012,Texas,0.0,0.0,7062.336,2.7,2.7,CORROSION,KERN,35.04474,-119.19115
2012,Oklahoma,0.0,0.0,4216.32,0.48,0.48,EQUIPMENT FAILURE,BUTLER,37.78977,-96.90047
2012,Texas,0.0,0.0,17392.32,3.0,3.0,CORROSION,BRAZORIA,29.145153,-95.67591
2012,Texas,0.0,0.0,10704.768,0.38,0.38,INCORRECT OPERATION BY OPERATOR PERSONNEL,NUECES,27.83125,-97.51745
2012,Texas,0.0,0.0,31739.52,0.72,0.36,CORROSION,LAKE,41.62672,-87.433952
2012,Texas,0.0,0.0,25766.4,0.16,0.16,EQUIPMENT FAILURE,JEFFERSON,29.52107,-93.5745
2012,Texas,0.0,0.0,11770.56,0.5,0.2,INCORRECT OPERATION BY OPERATOR PERSONNEL,JEFFERSON,34.244372,-97.948581
2012,Pennsylvania,0.0,0.0,5457.792,0.17,0.17,EQUIPMENT FAILURE,UNION,40.608511,-74.239999
2012,Texas,0.0,0.0,474921.6,5.0,5.0,CORROSION,SANTA BARBARA,34.972892,-120.444417
2012,Texas,0.0,0.0,38175.264,3.0,0.0,EQUIPMENT FAILURE,BRAZORIA,29.419652,-95.308771
2012,Texas,0.0,0.0,11594.88,0.47,0.47,EQUIPMENT FAILURE,BOONE,39.03543,-84.69089
2012,Oklahoma,0.0,0.0,901.824,8.7,0.0,EQUIPMENT FAILURE,JOHNSON,32.40169,-97.593745
2012,Texas,0.0,0.0,8983879.3344,2880.0,2000.0,MATERIAL FAILURE OF PIPE OR WELD,POINTE COUPEE,30.554483,-91.457458
2012,Texas,0.0,0.0,3279.36,15.0,15.0,CORROSION,KINGFISHER,35.7688889,-97.6930556
2012,Texas,0.0,0.0,14054.4,8.0,8.0,NATURAL FORCE DAMAGE,MOBILE,30.793919,-88.204914
2012,Texas,0.0,0.0,11214.24,0.6,0.6,EQUIPMENT FAILURE,ST. CHARLES,30.0064,-90.4013
2012,Oklahoma,0.0,0.0,28723.68,0.71,0.71,EQUIPMENT FAILURE,FRANKLIN,38.35257318,-91.32391233
2012,Texas,0.0,0.0,8011.008,0.36,0.36,EQUIPMENT FAILURE,BUTLER,37.579665,-97.085468
2012,Texas,0.0,0.0,303965.0496,20.0,0.0,CORROSION,CHILDRESS,34.32044,-100.24465
2012,Georgia,0.0,0.0,8262.816,0.4,0.4,EQUIPMENT FAILURE,HARRIS,29.71871,-95.17964
2012,Ohio,0.0,0.0,4934.2656,0.14,0.14,EQUIPMENT FAILURE,BIG HORN,44.81602,-108.49913
2012,Kansas,0.0,0.0,113642.7072,3.2,2.62,INCORRECT OPERATION BY OPERATOR PERSONNEL,RANDOLPH,39.5894,-92.38284
2012,Pennsylvania,0.0,0.0,1081450.944,0.1,0.1,CORROSION,ALLEN,40.711686,-84.132645
2012,Illinois,0.0,0.0,9138.8736,0.48,0.48,EQUIPMENT FAILURE,MIDDLESEX,40.588225,-74.222514
2012,Kansas,0.0,0.0,12297.6,26.0,16.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,BUTLER,37.8048,-96.91755
2012,Texas,0.0,0.0,5094.72,1.5,1.5,INCORRECT OPERATION BY OPERATOR PERSONNEL,WINKLER,31.790487,-103.132559
2012,Texas,0.0,0.0,4708.224,0.24,0.24,EQUIPMENT FAILURE,HOWARD,32.26812,-101.40486
2012,Oklahoma,0.0,0.0,146400.0,0.71,0.71,MATERIAL FAILURE OF PIPE OR WELD,ADAIR,35.92536,-96.74162
2012,Utah,0.0,0.0,49155.264,5.0,0.0,CORROSION,CLARK,40.40966,-91.83585
2012,Texas,0.0,0.0,12243.7248,10.0,8.0,CORROSION,NAVARRO,32.0729,-96.4767
2012,Wyoming,0.0,0.0,88408.032,150.0,115.0,EQUIPMENT FAILURE,BILLINGS,46.902916,-103.295787
2012,Texas,0.0,0.0,5856.0,9.29,9.29,OTHER OUTSIDE FORCE DAMAGE,KERN,35.4672,-119.704
2012,Oklahoma,0.0,0.0,30820.128,7.0,7.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,TULSA,35.97916323,-96.00824525
2012,Pennsylvania,0.0,0.0,463536.3648,2.38,2.38,CORROSION,WILL,41.395652,-87.97975
2012,Oklahoma,0.0,0.0,80708.5632,3.4,0.0,MATERIAL FAILURE OF PIPE OR WELD,BLUE EARTH,43.93146,-94.11098
2012,Texas,0.0,0.0,508886.4,53.18,53.18,EQUIPMENT FAILURE,MIDDLESEX,40.352903,-74.125619
2012,Georgia,0.0,0.0,47179.4496,14.0,13.21,INCORRECT OPERATION BY OPERATOR PERSONNEL,CLARKE,33.99271,-83.41999
2012,Texas,0.0,0.0,37862.5536,2.5,0.0,EQUIPMENT FAILURE,CRANE,31.43275,-102.438656
2012,Texas,0.0,0.0,14850.816,5.0,3.0,CORROSION,LOGAN,35.737564,-97.379338
2012,Texas,0.0,0.0,9100.224,3.0,2.0,CORROSION,PAYNE,35.943731,-96.754603
2012,Texas,0.0,0.0,35253.12,1.19,1.19,EQUIPMENT FAILURE,DOUGLAS,46.68889,-92.05972
2012,Texas,0.0,0.0,137493.024,2880.0,0.0,EQUIPMENT FAILURE,MIDLAND,31.68154,-102.07528
2012,Texas,0.0,0.0,64416.0,10.0,10.0,NATURAL FORCE DAMAGE,ST. JAMES,30.008992,-90.854975
2012,Texas,1.0,1.0,0.0,0.0,0.0,OTHER,HARRIS,29.747769,-95.129993
2012,Texas,0.0,0.0,99843.6288,239.0,220.0,CORROSION,ARCHER,33.795549,-98.651289
2012,Oklahoma,0.0,0.0,1115589.0816,304.0,213.0,MATERIAL FAILURE OF PIPE OR WELD,ALLEN,37.93455,-95.243912
2012,Pennsylvania,0.0,0.0,1784019.8592,0.02,0.0,EQUIPMENT FAILURE,PORTAGE,41.286642,-81.211906
2012,Texas,0.0,0.0,51204.864,60.0,58.0,CORROSION,BUTLER,37.7958,-96.72309
2012,Texas,0.0,0.0,12940.5888,0.42,0.42,EQUIPMENT FAILURE,SAN BERNARDINO,35.276957,-116.021774
2012,Texas,0.0,0.0,8725.44,15.0,15.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,WINKLER,31.7918,-103.13161
2012,Texas,0.0,0.0,4128.48,0.25,0.25,MATERIAL FAILURE OF PIPE OR WELD,BRAZORIA,28.949672,-95.431631
2012,Texas,0.0,0.0,6090.24,1.0,0.5,EQUIPMENT FAILURE,BRAZORIA,28.950953,-95.432542
2012,California,0.0,0.0,19381.0176,0.6,0.4,CORROSION,LOS ANGELES,34.00551,-118.14477
2012,Texas,0.0,0.0,6390.0672,1.0,0.2,EQUIPMENT FAILURE,FAYETTE,29.952222,-96.861139
2012,Texas,0.0,0.0,31098.8736,8.0,7.0,CORROSION,BRAZORIA,29.145494,-95.674314
2012,Kansas,0.0,0.0,177625.3632,5.69,5.69,CORROSION,BUTLER,37.721901,-97.147138
2012,Texas,0.0,0.0,4099.2,0.19,0.19,EQUIPMENT FAILURE,ISSAQUENA,32.87718,-91.05218
2012,Texas,0.0,0.0,8754.72,20.0,20.0,EXCAVATION DAMAGE,TERRY,33.17535,-102.23929
2012,Oklahoma,0.0,0.0,1235.616,0.36,0.36,EQUIPMENT FAILURE,KIT CARSON,39.08605,-102.46611
2012,Texas,0.0,0.0,3806.4,0.48,0.48,CORROSION,CARTER,34.1897222,-97.3761111
2012,Pennsylvania,0.0,0.0,101894.4,100.0,26.5,INCORRECT OPERATION BY OPERATOR PERSONNEL,LEHIGH,40.514382,-75.532567
2012,Texas,0.0,0.0,3407.0208,0.12,0.0,CORROSION,GREGG,32.4813,-94.8373
2012,Texas,0.0,0.0,354873.6,211.0,10.0,EXCAVATION DAMAGE,KIOWA,34.84251,-99.13711
2012,Texas,0.0,0.0,8081.28,142.0,140.0,EQUIPMENT FAILURE,GREENWOOD,37.80389,-96.51428
2012,Illinois,0.0,0.0,69100.8,23.5,23.5,INCORRECT OPERATION BY OPERATOR PERSONNEL,CUYAHOGA,41.435852,-81.668922
2012,Texas,0.0,0.0,275232.0,465.0,0.0,EXCAVATION DAMAGE,THROCKMORTON,33.247889,-98.792389
2012,Oklahoma,0.0,0.0,41015.424,0.2,0.2,EQUIPMENT FAILURE,LACLEDE,37.75877757,-92.67267003
2012,Texas,0.0,0.0,152256.0,250.0,0.0,CORROSION,JEFFERSON,29.997663,-94.076706
2012,Texas,0.0,0.0,206131.2,13.0,13.0,EQUIPMENT FAILURE,CONTRA COSTA,38.025394,-122.129423
2012,Texas,0.0,0.0,1331.6544,0.12,0.0,CORROSION,NAVARRO,32.0729,-96.4767
2012,Texas,0.0,0.0,21271.3344,2.0,0.0,CORROSION,BRAZOS,30.79796,-96.27369
2012,Oklahoma,0.0,0.0,20496.0,2.4,2.4,CORROSION,HARRIS,29.81987246,-95.15331796
2012,Texas,0.0,0.0,21081.6,0.12,0.12,CORROSION,BRAZOS,30.80147,-96.28436
2012,Texas,0.0,0.0,15225.6,4.0,0.0,EXCAVATION DAMAGE,LEA,33.05365,-103.59627
2012,Texas,0.0,0.0,32325.12,1.0,1.0,CORROSION,PAYNE,35.95885,-96.75655
2012,Texas,0.0,0.0,3800.544,12.3,0.0,EQUIPMENT FAILURE,GAINES,32.779328,-102.950633
2012,Pennsylvania,0.0,0.0,445686.1056,8.7,0.02,CORROSION,LEHIGH,40.513554,-75.53238
2012,Texas,0.0,0.0,11829.12,99.0,93.0,EQUIPMENT FAILURE,STAFFORD,38.09496,-98.58163
2012,Texas,0.0,0.0,592451.52,15.67,0.0,EQUIPMENT FAILURE,CALCASIEU,30.1571,-93.0463
2012,Georgia,0.0,0.0,3220.8,0.36,0.36,INCORRECT OPERATION BY OPERATOR PERSONNEL,EAST FELICIANA,30.90944,-90.87166
2012,Georgia,0.0,0.0,73082.88,27.4,27.4,EQUIPMENT FAILURE,RICHMOND,40.6246,-74.19254
2012,Texas,0.0,0.0,17568.0,50.0,50.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,ST. JAMES,30.15683,-90.853719
2012,Pennsylvania,0.0,0.0,27199372.5696,1302.0,482.0,MATERIAL FAILURE OF PIPE OR WELD,WASHINGTON,43.297089,-88.130513
2012,Texas,0.0,0.0,5036.16,3.0,3.0,EQUIPMENT FAILURE,SWEETWATER,41.6872222,-107.9802778
2012,Texas,0.0,0.0,1360939.0848,3117.0,0.0,NATURAL FORCE DAMAGE,JEFFERSON,29.8964,-94.0054
2012,Oklahoma,0.0,0.0,2424.384,0.12,0.12,EQUIPMENT FAILURE,SEDGWICK,37.81841,-97.37093
2012,Texas,0.0,0.0,2132169.6,16.0,16.0,NATURAL FORCE DAMAGE,HARRIS,29.72536,-95.203354
2012,Texas,0.0,0.0,42163.2,0.2,0.2,CORROSION,JEFFERSON,29.51419,-93.5739
2012,Kansas,0.0,0.0,41021.28,1.0,0.91,EQUIPMENT FAILURE,HUBBARD,46.81973992,-95.14887905
2012,Texas,0.0,0.0,7277813.376,132.0,0.0,CORROSION,BRAZORIA,28.9598,-95.31151
2012,Georgia,0.0,0.0,5963.7504,0.83,0.79,INCORRECT OPERATION BY OPERATOR PERSONNEL,JEFFERSON,29.97504,-94.05633
2012,Georgia,0.0,0.0,17122.944,0.95,0.95,EQUIPMENT FAILURE,FAIRFAX,38.834923,-77.399801
2012,Texas,0.0,0.0,5872874.6496,1729.0,1100.0,MATERIAL FAILURE OF PIPE OR WELD,ADAMS,43.895611,-89.638236
2012,Texas,0.0,0.0,10452.96,217.0,0.0,EQUIPMENT FAILURE,PECOS,31.19309,-102.98994
2012,Texas,0.0,0.0,5902.848,0.36,0.0,CORROSION,HARDIN,30.1457,-94.4076
2012,Texas,0.0,0.0,40406.4,0.24,0.0,EQUIPMENT FAILURE,DOUGLAS,46.41428,-92.03609
2012,Texas,0.0,0.0,23424.0,1.0,1.0,EQUIPMENT FAILURE,LINCOLN,35.9361111,-96.7380556
2012,Georgia,0.0,0.0,23576.256,0.21,0.21,EQUIPMENT FAILURE,GREENE,32.78111,-88.04631
2012,Texas,0.0,0.0,18106.752,1.0,0.0,EQUIPMENT FAILURE,SCOTT,37.070361,-89.63841
2012,Texas,0.0,0.0,1229.76,0.4,0.0,EQUIPMENT FAILURE,WYANDOTTE,39.12889,-94.60709
2012,Georgia,0.0,0.0,31821.504,1.38,1.26,CORROSION,COBB,33.85596,-84.62949
2012,Texas,0.0,0.0,644.16,0.44,0.0,EQUIPMENT FAILURE,GALVESTON,29.3786,-95.1101
2012,Texas,0.0,0.0,1300.032,1.0,1.0,NATURAL FORCE DAMAGE,LAFOURCHE,29.1049,-90.1919
2012,Kansas,0.0,0.0,100346.0736,24.2,24.2,INCORRECT OPERATION BY OPERATOR PERSONNEL,SAN PATRICIO,27.826919,-97.198572
2012,Ohio,0.0,0.0,123446.8224,0.2,0.2,INCORRECT OPERATION BY OPERATOR PERSONNEL,EFFINGHAM,39.060075,-88.495556
2012,Oklahoma,0.0,0.0,1160.6592,0.6,0.0,EQUIPMENT FAILURE,NOBLE,36.17115,-97.432256
2012,Texas,0.0,0.0,14584.9536,3.0,0.0,CORROSION,HARDIN,30.16414,-94.43055
2012,Texas,0.0,0.0,587356.8,5.0,2.0,CORROSION,JEFFERSON,29.911491,-94.008985
2012,Texas,0.0,0.0,8666.88,4.0,4.0,CORROSION,LEA,32.655,-103.1375
2012,Texas,0.0,0.0,61684.7616,5.0,0.0,EQUIPMENT FAILURE,JEFFERSON,29.955034,-94.24222
2012,Texas,0.0,0.0,88477.1328,0.5,0.5,EQUIPMENT FAILURE,MALHEUR,44.069,-116.98
2012,Texas,0.0,0.0,25415.04,5.0,0.0,CORROSION,GREGG,32.28877,-94.50289
2012,Texas,0.0,0.0,53875.2,4.14,4.14,CORROSION,DELAWARE,39.8955,-75.25948
2012,Texas,0.0,0.0,92524.8,0.1,0.0,MATERIAL FAILURE OF PIPE OR WELD,COWLEY,37.495186,-96.813234
2012,Texas,0.0,0.0,152314.56,0.25,0.0,MATERIAL FAILURE OF PIPE OR WELD,HARRIS,29.764311,-94.982056
2012,Texas,0.0,0.0,7027.2,0.36,0.36,EQUIPMENT FAILURE,JOHNSON,43.8516667,-106.4083333
2012,Florida,0.0,0.0,217257.6,7.1,0.0,MATERIAL FAILURE OF PIPE OR WELD,HILLSBOROUGH,27.8608333,-82.1983333
2012,Ohio,0.0,0.0,781166.976,25.0,25.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,MADISON,38.851604,-90.087322
2012,Texas,0.0,0.0,18739.2,20.0,20.0,EQUIPMENT FAILURE,JOHNSON,43.8516667,-106.4083333
2012,Pennsylvania,0.0,0.0,7054337.8752,704.0,685.0,INCORRECT OPERATION BY OPERATOR PERSONNEL,COOK,41.68140797,-87.82598113
2012,Georgia,0.0,0.0,23658.24,1.19,1.19,INCORRECT OPERATION BY OPERATOR PERSONNEL,JEFFERSON,29.97583,-94.05681
2012,Texas,0.0,0.0,2781.6,15.0,15.0,EQUIPMENT FAILURE,KERN,35.059321,-119.064098
2012,Oklahoma,0.0,0.0,44199.9168,8.78,0.0,MATERIAL FAILURE OF PIPE OR WELD,HANCOCK,42.94222,-93.90276
